trial_scope,source_run_id,trial_id,N_all,N_formal_replayable,N_diagnostic_reconstructable,N_not_replayable,N_L2_reached,N_L2_reachability_unknown,N_L2_candidate_evaluated,N_L2_PASS,N_L2_FAIL,N_L2_UNKNOWN,formal_replay_coverage
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:bda1efb81730b5280acba71d8090dbf8797e230d25fdc73f05c23404efff4270,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:bda1efb81730b5280acba71d8090dbf8797e230d25fdc73f05c23404efff4270,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c297a9ed23a4245b1f69f465fccb53bd72dfcf384f49b1f2b3b18832cefc43bb,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c297a9ed23a4245b1f69f465fccb53bd72dfcf384f49b1f2b3b18832cefc43bb,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c56fb664bfb2e9bffdafc07c17a2e9e2099527cc997ade9e7cee6b8f9b7cbb29,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c56fb664bfb2e9bffdafc07c17a2e9e2099527cc997ade9e7cee6b8f9b7cbb29,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c765eedfba4dedbd65fed56528c1767e8f1ae7562e7e570e5c55655a2747e762,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c765eedfba4dedbd65fed56528c1767e8f1ae7562e7e570e5c55655a2747e762,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c7c9eb787ea117a8872c6e719c1635de692966c7171ff9df4151ef38c745d4b1,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c7c9eb787ea117a8872c6e719c1635de692966c7171ff9df4151ef38c745d4b1,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c8776589f78f38c3118be749cd68401cb4677ecc1aaf3a8484fedfa59dbfc4b5,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:c8776589f78f38c3118be749cd68401cb4677ecc1aaf3a8484fedfa59dbfc4b5,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cb694b71989c990c7dea284e0cbf914302dd80f760fdc1afd4db4d79483cef02,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cb694b71989c990c7dea284e0cbf914302dd80f760fdc1afd4db4d79483cef02,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cb84994047b97c5afb96e6256fcb1966c4b69c3e9cca26ef2417bbb90bf42f38,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cb84994047b97c5afb96e6256fcb1966c4b69c3e9cca26ef2417bbb90bf42f38,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cc2b4eefcbfcc32163ead1ba19732dafef119b9982095c2e83244d1d392356be,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cc2b4eefcbfcc32163ead1ba19732dafef119b9982095c2e83244d1d392356be,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cd2289a1bf6a81154f65308750f3473e98d69709f48ef8f4055ab136c4a47b71,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cd2289a1bf6a81154f65308750f3473e98d69709f48ef8f4055ab136c4a47b71,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cf99fcdb02a28a816a9aa8ba88a2976f96d10b5ebd3278230ef761ec9cd80c12,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:cf99fcdb02a28a816a9aa8ba88a2976f96d10b5ebd3278230ef761ec9cd80c12,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d16700419d954ff77322ffc54097507ff24f92a2150fca11642652d73ca42754,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d16700419d954ff77322ffc54097507ff24f92a2150fca11642652d73ca42754,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d35a07742088056db84cbe1e766a4d3d8e26bef108b6afbc4eb461a6149610b0,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d35a07742088056db84cbe1e766a4d3d8e26bef108b6afbc4eb461a6149610b0,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d423f84053e20a28fa28c02c0695c9e21cb9084349ded01aed00059190333d24,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d423f84053e20a28fa28c02c0695c9e21cb9084349ded01aed00059190333d24,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d550974b781b5cdc5f25d9fc93263bc36a05e7d08824bac463bbd6f23e6b9bb4,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d550974b781b5cdc5f25d9fc93263bc36a05e7d08824bac463bbd6f23e6b9bb4,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d736b3fe7b42f6af6f898bf96b10e412d5ea677e294baf80a3a1968beb99368d,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d736b3fe7b42f6af6f898bf96b10e412d5ea677e294baf80a3a1968beb99368d,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d963e34c7b4e4923d9770f9181d9d7edae82ba5f07f55e0dc9ea086a1add7bda,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:d963e34c7b4e4923d9770f9181d9d7edae82ba5f07f55e0dc9ea086a1add7bda,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dbb13c701a3135469d7b7dcaff5ca0c1e80c3c5c76b5e4c74567428e1626ab16,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dbb13c701a3135469d7b7dcaff5ca0c1e80c3c5c76b5e4c74567428e1626ab16,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dd266b4f4e93d7245832e12ca7150e1b277406aafdec54b9a5e12bc26713d146,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dd266b4f4e93d7245832e12ca7150e1b277406aafdec54b9a5e12bc26713d146,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dd90183f6c86b99b2413bc0d1313ad6ee865eb8b34c1cd1ff700a9e25e36a33f,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:dd90183f6c86b99b2413bc0d1313ad6ee865eb8b34c1cd1ff700a9e25e36a33f,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e00c9a68fd389e3f58e1d442afa9acbd1e5596e22a6a1fb4f2b80d836acdb081,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e00c9a68fd389e3f58e1d442afa9acbd1e5596e22a6a1fb4f2b80d836acdb081,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e1f1e32b39b7cc4bdf0ac52b9310925259f283a2f428b6cfc307573e88912498,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e1f1e32b39b7cc4bdf0ac52b9310925259f283a2f428b6cfc307573e88912498,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e2e599a26797533489645a555110a5e793f989c950ee1e5eff1e6b11d6ea5dc8,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e2e599a26797533489645a555110a5e793f989c950ee1e5eff1e6b11d6ea5dc8,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e48fe8cf558e8c0cdd9a0f08c28bf0bf1f6f3e72719c35a127976351e704f2ef,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e48fe8cf558e8c0cdd9a0f08c28bf0bf1f6f3e72719c35a127976351e704f2ef,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e5d76d0be3ceef59610d9b6b2a5da34fe2d724b95e8484721b2797b2b458c7e3,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e5d76d0be3ceef59610d9b6b2a5da34fe2d724b95e8484721b2797b2b458c7e3,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e647b36323404f8ae0b3dd9d2148f1e3ad14a1e11bc37f5e652d0a4425b4b4ad,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e647b36323404f8ae0b3dd9d2148f1e3ad14a1e11bc37f5e652d0a4425b4b4ad,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e694a787437be0c0d9680d4cb549412123d35e2072ea84885321e5db3bc061e1,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e694a787437be0c0d9680d4cb549412123d35e2072ea84885321e5db3bc061e1,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:ea1db817fdad70be222a63d4ee790f7e983c9d9c1c357da1eb7ae0d6b1d5bc48,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:ea1db817fdad70be222a63d4ee790f7e983c9d9c1c357da1eb7ae0d6b1d5bc48,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:eddc6828734721b6989455f10a436ca2dcfea4b2bf577d061969ba10140feedd,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:eddc6828734721b6989455f10a436ca2dcfea4b2bf577d061969ba10140feedd,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f1c38273b769e72dc0d931f077a68b1b7253969b3ef21e3768785566392b1f0d,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f1c38273b769e72dc0d931f077a68b1b7253969b3ef21e3768785566392b1f0d,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f2816e6e2705d3bf752c79e7370a806683936b55e09247da1dce47132fefcb7c,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f2816e6e2705d3bf752c79e7370a806683936b55e09247da1dce47132fefcb7c,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f28b10bc4f631474219d79c43b3b2d87f940dddcc2679cf16ac7919be8fa408b,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f28b10bc4f631474219d79c43b3b2d87f940dddcc2679cf16ac7919be8fa408b,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f66efb4650383c6c5da37f5fbc6e6dda31b649ee9e4ca853939d10ae6f55bb33,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f66efb4650383c6c5da37f5fbc6e6dda31b649ee9e4ca853939d10ae6f55bb33,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f790e08ea0ad08ffa7c3faa4f0c2274c1ccac440af63b649adb979f213a86c83,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f790e08ea0ad08ffa7c3faa4f0c2274c1ccac440af63b649adb979f213a86c83,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f8529d0eefa3b86112e5878801259c09ed00ab7a25aa589e759304f1d76a8fc7,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:f8529d0eefa3b86112e5878801259c09ed00ab7a25aa589e759304f1d76a8fc7,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:fcde0b521410fec4c2beb6348121dcbf531584e69542dfbfc467ca7c9a5daad2,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:fcde0b521410fec4c2beb6348121dcbf531584e69542dfbfc467ca7c9a5daad2,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:fd6fa4a3c1696fb4ee3b537312ce3405deef395c79d20c1ed1de4511dd78199c,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:fd6fa4a3c1696fb4ee3b537312ce3405deef395c79d20c1ed1de4511dd78199c,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:ff2d268daef24f0972ee29a4317587fc58dfbd649258a211727d51343f6d8b82,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:ff2d268daef24f0972ee29a4317587fc58dfbd649258a211727d51343f6d8b82,1,1,0,0,0,1,0,0,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:002b6f245470919aaa880323bfdda87cf5e080c8098daa51628f914b81a5ede6,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:002b6f245470919aaa880323bfdda87cf5e080c8098daa51628f914b81a5ede6,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:02b145999e5475b5f73ab85539be45cdbcecbc2e4ff51edc10178fd1a57cafa2,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:02b145999e5475b5f73ab85539be45cdbcecbc2e4ff51edc10178fd1a57cafa2,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0722f797f394ad578c2f9a6f6dd0e3b791e2bb0d6749d512fb4e6a38af170e7b,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0722f797f394ad578c2f9a6f6dd0e3b791e2bb0d6749d512fb4e6a38af170e7b,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:093f73b9f5eb9fb16c58e8e7316af135c0e14ce15c372404d029b6ab3edab683,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:093f73b9f5eb9fb16c58e8e7316af135c0e14ce15c372404d029b6ab3edab683,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0a80081e9b4e0e3e951f9eef10620f5e34d9922a52db7850e1c45e9a0d9bee42,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0a80081e9b4e0e3e951f9eef10620f5e34d9922a52db7850e1c45e9a0d9bee42,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0aa90e8ccad37e81b2195c3905fc747f18f8a522c71c0a833d9de3fd767be83d,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0aa90e8ccad37e81b2195c3905fc747f18f8a522c71c0a833d9de3fd767be83d,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,1,1,0,0,1,0,1,1,0,0,1.0
PR89_NORMALIZED_ONE_STEP|E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,PR89_NORMALIZED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,1,1,0,0,1,0,1,1,0,0,1.0
