candidate_id,dataset_family,scene_name,source_provenance_confirmed,license_source_metadata_available,gsplat_checkpoint_locally_available,checkpoint_format_directly_parseable,camera_coordinate_metadata_available,metric_scale_available,navigable_free_space_volume_exists,static_scene,independent_geometry_available,different_dataset_family,different_reconstruction_pipeline,bounded_storage_compute_cost,selection_score,selection_rank,notes
local-documents-new folder154-1d24c4df7e66,unknown,New Folder154,0,0,2,0,0,0,0,0,0,0,0,1,3,260,Score uses pre-execution metadata only.
local-desktop-new folder155-8869bc14d05f,unknown,New Folder155,0,0,2,0,0,0,0,0,0,0,0,1,3,261,Score uses pre-execution metadata only.
local-documents-new folder155-fbdbcb86816b,unknown,New Folder155,0,0,2,0,0,0,0,0,0,0,0,1,3,262,Score uses pre-execution metadata only.
local-desktop-new folder156-f67513120df6,unknown,New Folder156,0,0,2,0,0,0,0,0,0,0,0,1,3,263,Score uses pre-execution metadata only.
local-documents-new folder156-92bbe0afa51a,unknown,New Folder156,0,0,2,0,0,0,0,0,0,0,0,1,3,264,Score uses pre-execution metadata only.
local-desktop-new folder157-e1ba4d266dfc,unknown,New Folder157,0,0,2,0,0,0,0,0,0,0,0,1,3,265,Score uses pre-execution metadata only.
local-documents-new folder157-989585b8bb0a,unknown,New Folder157,0,0,2,0,0,0,0,0,0,0,0,1,3,266,Score uses pre-execution metadata only.
local-desktop-new folder158-a089d5ccc8c2,unknown,New Folder158,0,0,2,0,0,0,0,0,0,0,0,1,3,267,Score uses pre-execution metadata only.
local-documents-new folder158-8ac068002fca,unknown,New Folder158,0,0,2,0,0,0,0,0,0,0,0,1,3,268,Score uses pre-execution metadata only.
local-desktop-new folder159-7f41c3585aa3,unknown,New Folder159,0,0,2,0,0,0,0,0,0,0,0,1,3,269,Score uses pre-execution metadata only.
local-documents-new folder159-8b9f96144201,unknown,New Folder159,0,0,2,0,0,0,0,0,0,0,0,1,3,270,Score uses pre-execution metadata only.
local-desktop-new folder16-134341fbc386,unknown,New Folder16,0,0,2,0,0,0,0,0,0,0,0,1,3,271,Score uses pre-execution metadata only.
local-documents-new folder16-f65c9d4b28d9,unknown,New Folder16,0,0,2,0,0,0,0,0,0,0,0,1,3,272,Score uses pre-execution metadata only.
local-desktop-new folder160-1ec0be1fb893,unknown,New Folder160,0,0,2,0,0,0,0,0,0,0,0,1,3,273,Score uses pre-execution metadata only.
local-documents-new folder160-d09f96aba173,unknown,New Folder160,0,0,2,0,0,0,0,0,0,0,0,1,3,274,Score uses pre-execution metadata only.
local-desktop-new folder161-5c97ca6d6b4b,unknown,New Folder161,0,0,2,0,0,0,0,0,0,0,0,1,3,275,Score uses pre-execution metadata only.
local-documents-new folder161-b628be2d8ff9,unknown,New Folder161,0,0,2,0,0,0,0,0,0,0,0,1,3,276,Score uses pre-execution metadata only.
local-desktop-new folder162-32e63a6d557a,unknown,New Folder162,0,0,2,0,0,0,0,0,0,0,0,1,3,277,Score uses pre-execution metadata only.
local-documents-new folder162-8a7ab2b05748,unknown,New Folder162,0,0,2,0,0,0,0,0,0,0,0,1,3,278,Score uses pre-execution metadata only.
local-desktop-new folder163-b5cc3d459ac2,unknown,New Folder163,0,0,2,0,0,0,0,0,0,0,0,1,3,279,Score uses pre-execution metadata only.
local-documents-new folder163-45ba08568b8b,unknown,New Folder163,0,0,2,0,0,0,0,0,0,0,0,1,3,280,Score uses pre-execution metadata only.
local-desktop-new folder164-a7bddf49186f,unknown,New Folder164,0,0,2,0,0,0,0,0,0,0,0,1,3,281,Score uses pre-execution metadata only.
local-documents-new folder164-70226a5d16fe,unknown,New Folder164,0,0,2,0,0,0,0,0,0,0,0,1,3,282,Score uses pre-execution metadata only.
local-desktop-new folder165-36a799ec8b2c,unknown,New Folder165,0,0,2,0,0,0,0,0,0,0,0,1,3,283,Score uses pre-execution metadata only.
local-documents-new folder165-3712b451e0a7,unknown,New Folder165,0,0,2,0,0,0,0,0,0,0,0,1,3,284,Score uses pre-execution metadata only.
local-desktop-new folder166-982bc1b1d5fa,unknown,New Folder166,0,0,2,0,0,0,0,0,0,0,0,1,3,285,Score uses pre-execution metadata only.
local-documents-new folder166-a5b75e755cb6,unknown,New Folder166,0,0,2,0,0,0,0,0,0,0,0,1,3,286,Score uses pre-execution metadata only.
local-desktop-new folder167-b2bba2b50a26,unknown,New Folder167,0,0,2,0,0,0,0,0,0,0,0,1,3,287,Score uses pre-execution metadata only.
local-documents-new folder167-aa372690829f,unknown,New Folder167,0,0,2,0,0,0,0,0,0,0,0,1,3,288,Score uses pre-execution metadata only.
local-desktop-new folder168-e029566920b9,unknown,New Folder168,0,0,2,0,0,0,0,0,0,0,0,1,3,289,Score uses pre-execution metadata only.
local-documents-new folder168-87bba6eb7b34,unknown,New Folder168,0,0,2,0,0,0,0,0,0,0,0,1,3,290,Score uses pre-execution metadata only.
local-desktop-new folder169-031580fc0373,unknown,New Folder169,0,0,2,0,0,0,0,0,0,0,0,1,3,291,Score uses pre-execution metadata only.
local-documents-new folder169-7bde9ae398f6,unknown,New Folder169,0,0,2,0,0,0,0,0,0,0,0,1,3,292,Score uses pre-execution metadata only.
local-desktop-new folder17-ca60b468c4f7,unknown,New Folder17,0,0,2,0,0,0,0,0,0,0,0,1,3,293,Score uses pre-execution metadata only.
local-documents-new folder17-15d5db241da4,unknown,New Folder17,0,0,2,0,0,0,0,0,0,0,0,1,3,294,Score uses pre-execution metadata only.
local-desktop-new folder170-0bb90f7329b5,unknown,New Folder170,0,0,2,0,0,0,0,0,0,0,0,1,3,295,Score uses pre-execution metadata only.
local-documents-new folder170-14b862d18644,unknown,New Folder170,0,0,2,0,0,0,0,0,0,0,0,1,3,296,Score uses pre-execution metadata only.
local-desktop-new folder171-312ff29c2016,unknown,New Folder171,0,0,2,0,0,0,0,0,0,0,0,1,3,297,Score uses pre-execution metadata only.
local-documents-new folder171-bffd29e94895,unknown,New Folder171,0,0,2,0,0,0,0,0,0,0,0,1,3,298,Score uses pre-execution metadata only.
local-desktop-new folder172-26127426a0a5,unknown,New Folder172,0,0,2,0,0,0,0,0,0,0,0,1,3,299,Score uses pre-execution metadata only.
local-documents-new folder172-e5eb31c37bf5,unknown,New Folder172,0,0,2,0,0,0,0,0,0,0,0,1,3,300,Score uses pre-execution metadata only.
local-desktop-new folder173-988ca57b61a4,unknown,New Folder173,0,0,2,0,0,0,0,0,0,0,0,1,3,301,Score uses pre-execution metadata only.
local-documents-new folder173-37c5280d7773,unknown,New Folder173,0,0,2,0,0,0,0,0,0,0,0,1,3,302,Score uses pre-execution metadata only.
local-desktop-new folder174-93dd5da310d1,unknown,New Folder174,0,0,2,0,0,0,0,0,0,0,0,1,3,303,Score uses pre-execution metadata only.
local-documents-new folder174-869220042825,unknown,New Folder174,0,0,2,0,0,0,0,0,0,0,0,1,3,304,Score uses pre-execution metadata only.
local-desktop-new folder175-298a2a077ed7,unknown,New Folder175,0,0,2,0,0,0,0,0,0,0,0,1,3,305,Score uses pre-execution metadata only.
local-documents-new folder175-49784aa73e39,unknown,New Folder175,0,0,2,0,0,0,0,0,0,0,0,1,3,306,Score uses pre-execution metadata only.
local-desktop-new folder176-804c17902705,unknown,New Folder176,0,0,2,0,0,0,0,0,0,0,0,1,3,307,Score uses pre-execution metadata only.
local-documents-new folder176-7cc93eab49ec,unknown,New Folder176,0,0,2,0,0,0,0,0,0,0,0,1,3,308,Score uses pre-execution metadata only.
local-desktop-new folder177-70cb57b58935,unknown,New Folder177,0,0,2,0,0,0,0,0,0,0,0,1,3,309,Score uses pre-execution metadata only.
local-documents-new folder177-97b7ee7df4d0,unknown,New Folder177,0,0,2,0,0,0,0,0,0,0,0,1,3,310,Score uses pre-execution metadata only.
local-desktop-new folder178-0721693a6eba,unknown,New Folder178,0,0,2,0,0,0,0,0,0,0,0,1,3,311,Score uses pre-execution metadata only.
local-documents-new folder178-93505cdde9fb,unknown,New Folder178,0,0,2,0,0,0,0,0,0,0,0,1,3,312,Score uses pre-execution metadata only.
local-desktop-new folder179-66b82ae334d2,unknown,New Folder179,0,0,2,0,0,0,0,0,0,0,0,1,3,313,Score uses pre-execution metadata only.
local-documents-new folder179-6ef211ee9a39,unknown,New Folder179,0,0,2,0,0,0,0,0,0,0,0,1,3,314,Score uses pre-execution metadata only.
local-desktop-new folder18-e8ba94c9d7b8,unknown,New Folder18,0,0,2,0,0,0,0,0,0,0,0,1,3,315,Score uses pre-execution metadata only.
local-documents-new folder18-80fe7aa8b4e5,unknown,New Folder18,0,0,2,0,0,0,0,0,0,0,0,1,3,316,Score uses pre-execution metadata only.
local-desktop-new folder180-21e4e8ff99df,unknown,New Folder180,0,0,2,0,0,0,0,0,0,0,0,1,3,317,Score uses pre-execution metadata only.
local-documents-new folder180-d4980b00e874,unknown,New Folder180,0,0,2,0,0,0,0,0,0,0,0,1,3,318,Score uses pre-execution metadata only.
local-desktop-new folder181-1de1f75351c8,unknown,New Folder181,0,0,2,0,0,0,0,0,0,0,0,1,3,319,Score uses pre-execution metadata only.
local-documents-new folder181-736b666db41e,unknown,New Folder181,0,0,2,0,0,0,0,0,0,0,0,1,3,320,Score uses pre-execution metadata only.
local-desktop-new folder182-781c64c4411c,unknown,New Folder182,0,0,2,0,0,0,0,0,0,0,0,1,3,321,Score uses pre-execution metadata only.
local-documents-new folder182-7418a076a5ce,unknown,New Folder182,0,0,2,0,0,0,0,0,0,0,0,1,3,322,Score uses pre-execution metadata only.
local-desktop-new folder183-f8564a9b70c4,unknown,New Folder183,0,0,2,0,0,0,0,0,0,0,0,1,3,323,Score uses pre-execution metadata only.
local-documents-new folder183-3f82dce42fbd,unknown,New Folder183,0,0,2,0,0,0,0,0,0,0,0,1,3,324,Score uses pre-execution metadata only.
local-desktop-new folder184-6c370aca978d,unknown,New Folder184,0,0,2,0,0,0,0,0,0,0,0,1,3,325,Score uses pre-execution metadata only.
local-documents-new folder184-eaf8cb733a1a,unknown,New Folder184,0,0,2,0,0,0,0,0,0,0,0,1,3,326,Score uses pre-execution metadata only.
local-desktop-new folder185-abaec7af350a,unknown,New Folder185,0,0,2,0,0,0,0,0,0,0,0,1,3,327,Score uses pre-execution metadata only.
local-documents-new folder185-23b42e93c33c,unknown,New Folder185,0,0,2,0,0,0,0,0,0,0,0,1,3,328,Score uses pre-execution metadata only.
local-desktop-new folder186-347b0536db8e,unknown,New Folder186,0,0,2,0,0,0,0,0,0,0,0,1,3,329,Score uses pre-execution metadata only.
local-documents-new folder186-f55bf4af099b,unknown,New Folder186,0,0,2,0,0,0,0,0,0,0,0,1,3,330,Score uses pre-execution metadata only.
local-desktop-new folder187-d8b059396de5,unknown,New Folder187,0,0,2,0,0,0,0,0,0,0,0,1,3,331,Score uses pre-execution metadata only.
local-documents-new folder187-837c869a2d62,unknown,New Folder187,0,0,2,0,0,0,0,0,0,0,0,1,3,332,Score uses pre-execution metadata only.
local-desktop-new folder188-cba053454fdf,unknown,New Folder188,0,0,2,0,0,0,0,0,0,0,0,1,3,333,Score uses pre-execution metadata only.
local-documents-new folder188-27c23f202e56,unknown,New Folder188,0,0,2,0,0,0,0,0,0,0,0,1,3,334,Score uses pre-execution metadata only.
local-desktop-new folder189-4d1aa59c8d0c,unknown,New Folder189,0,0,2,0,0,0,0,0,0,0,0,1,3,335,Score uses pre-execution metadata only.
local-documents-new folder189-38b784133e58,unknown,New Folder189,0,0,2,0,0,0,0,0,0,0,0,1,3,336,Score uses pre-execution metadata only.
local-desktop-new folder19-479c32a6812e,unknown,New Folder19,0,0,2,0,0,0,0,0,0,0,0,1,3,337,Score uses pre-execution metadata only.
local-documents-new folder19-c540829d14a3,unknown,New Folder19,0,0,2,0,0,0,0,0,0,0,0,1,3,338,Score uses pre-execution metadata only.
local-desktop-new folder190-c56124362b43,unknown,New Folder190,0,0,2,0,0,0,0,0,0,0,0,1,3,339,Score uses pre-execution metadata only.
local-documents-new folder190-b1ac2ea7f568,unknown,New Folder190,0,0,2,0,0,0,0,0,0,0,0,1,3,340,Score uses pre-execution metadata only.
local-desktop-new folder191-916c387231f3,unknown,New Folder191,0,0,2,0,0,0,0,0,0,0,0,1,3,341,Score uses pre-execution metadata only.
local-documents-new folder191-7fb4d0bef15b,unknown,New Folder191,0,0,2,0,0,0,0,0,0,0,0,1,3,342,Score uses pre-execution metadata only.
local-desktop-new folder192-be6061cac9d0,unknown,New Folder192,0,0,2,0,0,0,0,0,0,0,0,1,3,343,Score uses pre-execution metadata only.
local-documents-new folder192-33507983cffa,unknown,New Folder192,0,0,2,0,0,0,0,0,0,0,0,1,3,344,Score uses pre-execution metadata only.
local-desktop-new folder193-9cd6dbe77f3b,unknown,New Folder193,0,0,2,0,0,0,0,0,0,0,0,1,3,345,Score uses pre-execution metadata only.
local-documents-new folder193-fd0d26da5d38,unknown,New Folder193,0,0,2,0,0,0,0,0,0,0,0,1,3,346,Score uses pre-execution metadata only.
local-desktop-new folder194-395090f227b8,unknown,New Folder194,0,0,2,0,0,0,0,0,0,0,0,1,3,347,Score uses pre-execution metadata only.
local-documents-new folder194-1c91d844c021,unknown,New Folder194,0,0,2,0,0,0,0,0,0,0,0,1,3,348,Score uses pre-execution metadata only.
local-desktop-new folder195-aa530cd57519,unknown,New Folder195,0,0,2,0,0,0,0,0,0,0,0,1,3,349,Score uses pre-execution metadata only.
local-documents-new folder195-3e75fa644c21,unknown,New Folder195,0,0,2,0,0,0,0,0,0,0,0,1,3,350,Score uses pre-execution metadata only.
local-desktop-new folder2-ffbb2092b995,unknown,New Folder2,0,0,2,0,0,0,0,0,0,0,0,1,3,351,Score uses pre-execution metadata only.
local-documents-new folder2-dfa13af28b15,unknown,New Folder2,0,0,2,0,0,0,0,0,0,0,0,1,3,352,Score uses pre-execution metadata only.
local-desktop-new folder20-c9155597054a,unknown,New Folder20,0,0,2,0,0,0,0,0,0,0,0,1,3,353,Score uses pre-execution metadata only.
local-documents-new folder20-9a3072d43f4f,unknown,New Folder20,0,0,2,0,0,0,0,0,0,0,0,1,3,354,Score uses pre-execution metadata only.
local-desktop-new folder21-8daf8ff48b3c,unknown,New Folder21,0,0,2,0,0,0,0,0,0,0,0,1,3,355,Score uses pre-execution metadata only.
local-documents-new folder21-3f3ce5d3a567,unknown,New Folder21,0,0,2,0,0,0,0,0,0,0,0,1,3,356,Score uses pre-execution metadata only.
local-desktop-new folder22-1ed8af10e47f,unknown,New Folder22,0,0,2,0,0,0,0,0,0,0,0,1,3,357,Score uses pre-execution metadata only.
local-documents-new folder22-aef4faeaa131,unknown,New Folder22,0,0,2,0,0,0,0,0,0,0,0,1,3,358,Score uses pre-execution metadata only.
local-desktop-new folder23-b47e00f78603,unknown,New Folder23,0,0,2,0,0,0,0,0,0,0,0,1,3,359,Score uses pre-execution metadata only.
local-documents-new folder23-d9a29ec8f09f,unknown,New Folder23,0,0,2,0,0,0,0,0,0,0,0,1,3,360,Score uses pre-execution metadata only.
local-desktop-new folder24-1011ba6d765c,unknown,New Folder24,0,0,2,0,0,0,0,0,0,0,0,1,3,361,Score uses pre-execution metadata only.
local-documents-new folder24-b2d41cb9b703,unknown,New Folder24,0,0,2,0,0,0,0,0,0,0,0,1,3,362,Score uses pre-execution metadata only.
local-desktop-new folder25-c32ee1b05aa2,unknown,New Folder25,0,0,2,0,0,0,0,0,0,0,0,1,3,363,Score uses pre-execution metadata only.
local-documents-new folder25-3df81dd5ee54,unknown,New Folder25,0,0,2,0,0,0,0,0,0,0,0,1,3,364,Score uses pre-execution metadata only.
local-desktop-new folder26-f97005ad8949,unknown,New Folder26,0,0,2,0,0,0,0,0,0,0,0,1,3,365,Score uses pre-execution metadata only.
local-documents-new folder26-21168b0724b9,unknown,New Folder26,0,0,2,0,0,0,0,0,0,0,0,1,3,366,Score uses pre-execution metadata only.
local-desktop-new folder27-3fbfd63719c6,unknown,New Folder27,0,0,2,0,0,0,0,0,0,0,0,1,3,367,Score uses pre-execution metadata only.
local-documents-new folder27-69fe2fb7367f,unknown,New Folder27,0,0,2,0,0,0,0,0,0,0,0,1,3,368,Score uses pre-execution metadata only.
local-desktop-new folder28-1895bbc1c262,unknown,New Folder28,0,0,2,0,0,0,0,0,0,0,0,1,3,369,Score uses pre-execution metadata only.
local-documents-new folder28-f0b1040f9bc4,unknown,New Folder28,0,0,2,0,0,0,0,0,0,0,0,1,3,370,Score uses pre-execution metadata only.
local-desktop-new folder29-e968b2a4264a,unknown,New Folder29,0,0,2,0,0,0,0,0,0,0,0,1,3,371,Score uses pre-execution metadata only.
local-documents-new folder29-b390830cfc39,unknown,New Folder29,0,0,2,0,0,0,0,0,0,0,0,1,3,372,Score uses pre-execution metadata only.
local-desktop-new folder3-7294f42788e6,unknown,New Folder3,0,0,2,0,0,0,0,0,0,0,0,1,3,373,Score uses pre-execution metadata only.
local-documents-new folder3-92d9c959e8dc,unknown,New Folder3,0,0,2,0,0,0,0,0,0,0,0,1,3,374,Score uses pre-execution metadata only.
local-desktop-new folder30-6d948d474649,unknown,New Folder30,0,0,2,0,0,0,0,0,0,0,0,1,3,375,Score uses pre-execution metadata only.
local-documents-new folder30-7b88190ce09c,unknown,New Folder30,0,0,2,0,0,0,0,0,0,0,0,1,3,376,Score uses pre-execution metadata only.
local-desktop-new folder31-db83c857be45,unknown,New Folder31,0,0,2,0,0,0,0,0,0,0,0,1,3,377,Score uses pre-execution metadata only.
local-documents-new folder31-8fec25fda092,unknown,New Folder31,0,0,2,0,0,0,0,0,0,0,0,1,3,378,Score uses pre-execution metadata only.
local-desktop-new folder32-70a34a37b6c3,unknown,New Folder32,0,0,2,0,0,0,0,0,0,0,0,1,3,379,Score uses pre-execution metadata only.
local-documents-new folder32-249ccd37d43c,unknown,New Folder32,0,0,2,0,0,0,0,0,0,0,0,1,3,380,Score uses pre-execution metadata only.
local-desktop-new folder33-83736d6a661c,unknown,New Folder33,0,0,2,0,0,0,0,0,0,0,0,1,3,381,Score uses pre-execution metadata only.
local-documents-new folder33-6a73dbd699be,unknown,New Folder33,0,0,2,0,0,0,0,0,0,0,0,1,3,382,Score uses pre-execution metadata only.
local-desktop-new folder34-f7587e6cf9d1,unknown,New Folder34,0,0,2,0,0,0,0,0,0,0,0,1,3,383,Score uses pre-execution metadata only.
local-documents-new folder34-d2202d71b66b,unknown,New Folder34,0,0,2,0,0,0,0,0,0,0,0,1,3,384,Score uses pre-execution metadata only.
local-desktop-new folder35-9063c9bee6d7,unknown,New Folder35,0,0,2,0,0,0,0,0,0,0,0,1,3,385,Score uses pre-execution metadata only.
local-documents-new folder35-79d08168f63f,unknown,New Folder35,0,0,2,0,0,0,0,0,0,0,0,1,3,386,Score uses pre-execution metadata only.
local-desktop-new folder36-d1ac1d246a75,unknown,New Folder36,0,0,2,0,0,0,0,0,0,0,0,1,3,387,Score uses pre-execution metadata only.
local-documents-new folder36-c03da56d7b4a,unknown,New Folder36,0,0,2,0,0,0,0,0,0,0,0,1,3,388,Score uses pre-execution metadata only.
local-desktop-new folder37-8fa74af7b171,unknown,New Folder37,0,0,2,0,0,0,0,0,0,0,0,1,3,389,Score uses pre-execution metadata only.
local-documents-new folder37-bdf8085dd693,unknown,New Folder37,0,0,2,0,0,0,0,0,0,0,0,1,3,390,Score uses pre-execution metadata only.
local-desktop-new folder38-a8e1a0882fbd,unknown,New Folder38,0,0,2,0,0,0,0,0,0,0,0,1,3,391,Score uses pre-execution metadata only.
local-documents-new folder38-cf2dfed4b3a5,unknown,New Folder38,0,0,2,0,0,0,0,0,0,0,0,1,3,392,Score uses pre-execution metadata only.
local-desktop-new folder39-492304c7d610,unknown,New Folder39,0,0,2,0,0,0,0,0,0,0,0,1,3,393,Score uses pre-execution metadata only.
local-documents-new folder39-68a1cd84b923,unknown,New Folder39,0,0,2,0,0,0,0,0,0,0,0,1,3,394,Score uses pre-execution metadata only.
local-desktop-new folder4-5e90ce215790,unknown,New Folder4,0,0,2,0,0,0,0,0,0,0,0,1,3,395,Score uses pre-execution metadata only.
local-documents-new folder4-4d605ae6d6ed,unknown,New Folder4,0,0,2,0,0,0,0,0,0,0,0,1,3,396,Score uses pre-execution metadata only.
local-desktop-new folder40-a357a6013a47,unknown,New Folder40,0,0,2,0,0,0,0,0,0,0,0,1,3,397,Score uses pre-execution metadata only.
local-documents-new folder40-f7536a84aefd,unknown,New Folder40,0,0,2,0,0,0,0,0,0,0,0,1,3,398,Score uses pre-execution metadata only.
local-desktop-new folder41-5e752bd4dc1e,unknown,New Folder41,0,0,2,0,0,0,0,0,0,0,0,1,3,399,Score uses pre-execution metadata only.
local-documents-new folder41-fa00aead7260,unknown,New Folder41,0,0,2,0,0,0,0,0,0,0,0,1,3,400,Score uses pre-execution metadata only.
local-desktop-new folder42-c6a910d31422,unknown,New Folder42,0,0,2,0,0,0,0,0,0,0,0,1,3,401,Score uses pre-execution metadata only.
